ACD_ID,HEADLINE,INDUSTRY
9635,Senior Product Manager at LinkedIn,Internet
9636,"Global Account Analyst at LinkedIn | Contributor, GQ Mag  | SEO Strategist",Internet
9637,Director  Global HR Internal Communications at Accenture,Management Consulting
9640,Experienced Hire Recruiter at Deloitte Consulting,Management Consulting
9643,"Sr. Manager, Global Human Resources, Accenture",Human Resources
9644,"Communications Manager: PR, Internal, Marketing, Writer, Strategist, B2B Technology  Open to New Opportunities",Public Relations and Communications
9645,Recruiting Manager at Accenture,Information Technology and Services
9648,"Professional recruiting marketer, social media and digital evangelist, change agent and all around fan of the jobseeker.",Consumer Goods
9649,Senior designer / Art director,Design
9652,Talent Acquisition Sourcer | Americas,Information Technology and Services
9657,"VP HR BU Portable & Computing, VP HR NXP North America, VP Global Recruitment at NXP Semiconductors",Semiconductors
9658,"Recruiter at Apple, Inc.",Human Resources
9659,Global Search Engine Marketing (SEM/SEO)and Paid Social Media Lead at Accenture,Marketing and Advertising
9660,Chief Talent Partner & Founder at Switch Digital Recruiting,Staffing and Recruiting
9661,Regional Sales Manager at Avature,Computer Software
9664,Enterprise Account Executive at Glassdoor,Internet
9668,Sr. Recruiter at Accenture,Management Consulting
9670,Talent Acquisition leader enabling Dell's strategy by delivering the industry's best talent.,Information Technology and Services
9673,Recruiter at Deloitte,Hospital & Health Care
9674,"SVP of Sales at Avature, HCM SaaS",Computer Software
9676,US SaaS Recruiting Lead at Accenture,Information Technology and Services
9677,"Managing Director, Corporate & Recruitment Marketing at Accenture",Public Relations and Communications
9679,"Partner-In-Charge, Washington D.C. / Global Sector Leader, Services",Management Consulting
9684,US Recruiting Lead at PwC,Management Consulting
9686,Work Hard. Love Life. Go Blue.,Online Media
9688,Managing Partner at CTPartners,Staffing and Recruiting
9689,Dedicated Advisor at The Advisory Board Company,Hospital & Health Care
9693,Director of Sales at Arthur Lawrence,Information Technology and Services
9694,"Vice President, Global Talent Acquisition at Pfizer",Pharmaceuticals
9695,Sales Director at Findly,Information Technology and Services
9696,Recruiter at Accenture,Outsourcing/Offshoring
9697,Senior Recruiter,Human Resources
9698,"Director, Workforce Strategy and Programs, Global Business Services at IBM",Information Technology and Services
9706,CEO at Argosight,Internet
9713,Leading several Product Management teams at LinkedIn,Internet
9715,Senior Leadership Support (Specialist) at Accenture,Management Consulting
9716,Sr. iOS Technical Recruiter at Apple Inc.,Computer Hardware
9719,"Global Talent Acquisition Leader at Marsh & McLennan Companies, Inc.",Staffing and Recruiting
9720,Managing Partner at MissionOG,Venture Capital & Private Equity
9725,Human Resources,Human Resources
9728,Director of Human Resources at Capital Partners Services,Human Resources
9730,"Vice President, Global Client Development",Marketing and Advertising
9735,"Vice President, Leadership Research at Bersin by Deloitte",Research
9740,Marketing Consultant,Marketing and Advertising
9741,Talent Director at WhitePages.com,Internet
9742,CEO at The Jellyvision Lab,Marketing and Advertising
9743,Talent Acquisition Lead  Americas Region,Chemicals
9745,"Research Director, Talent Acquisition Solutions at Aberdeen Group",Research
9746,Looking for a .Net or QA opportunity? Ping me at kelly.layman@marquam.com to learn more about our partner opportunities!,Information Technology and Services
9747,Founder & CEO at Work4  The #1 Facebook Recruiting Solution,Internet
9748,Corporate Sales Manager at CEB,Information Technology and Services
9749,"Many Marriotts, one brand. It's everywhere you want to be. Learn more at www.marriott.com/careers.",Hospitality
9750,LinkedIn Media Solutions Ninja,Marketing and Advertising
9751,klee@work4labs.com. Global Sales Account Director at Work4 -The #1 Facebook Recruiting Solution.,Internet
9753,Executive  Management Consulting,Oil & Energy
9755,Recruiter at Accenture,Staffing and Recruiting
9756,"Senior Manager, Corporate Communications at Accenture",Information Technology and Services
9757,Partner at Zelkova Ventures,Venture Capital & Private Equity
9759,"Vice President, Human Resources  Convenience & Foodservice at General Mills",Human Resources
9760,"Strategic Leader in HR Solutions, HR Technology and Change Management",Human Resources
9761,"Accomplished Talent Strategist: Creating innovative, efficient Talent Acquisition/Management organizations",Consumer Goods
9763,"Director of Global Recruiting at TubeMogul, Inc. and  MBA Student at Haas, UC Berkeley",Internet
9764,Global Revenue Leader,Internet
9766,Director of Talent Development IT Solutions & Innovation at Accenture,Management Consulting
9768,Strategic HR/Talent Partner helping to keep the environment clean and safe one employee at a time.,Staffing and Recruiting
9773,Vice President of Business Development at Work4 Labs  The #1 Facebook Recruiting Solution,Internet
9778,Recruitment Lead,Defense & Space
9782,"Vice President, Growth Strategy & Development at Randstad Technologies US",Information Technology and Services
9783,Midwest Sales Manager  at Jobvite,Computer Software
9784,Regional Talent Acquisition and Onboarding Lead U.S. at LexisNexis,Staffing and Recruiting
9785,"Sales Strategist  Media, Communication and Entertainment at Mahindra Satyam",Information Technology and Services
9786,Donor Relations Officer at Cleveland Zoological Society,Nonprofit Organization Management
9787,Executive Recruiter,Staffing and Recruiting
9790,Talent Acquisition Consultant at McDonald's Corporation,Information Technology and Services
9792,SVP Field HR  North America Beverages  PepsiCo,Consumer Goods
9793,Taleo Functional Lead,Human Resources
9794,Talent Acquisition Consultant,Information Technology and Services
9796,Global Talent Acquisition at The Coca-Cola Company,Staffing and Recruiting
9797,"North American Central Sourcing Lead, Avature Implementation/Administration/Training SME @ Accenture",Human Resources
9798,"Manager, Global Recruitment & Inclusion at Sony Pictures Entertainment",Entertainment
9800,AVP|Human Resources|North America BPS|Cognizant Technology Solutions,Information Technology and Services
9803,Global Talent Acquisition Executive,Management Consulting
9806,North America Sourcing Lead at Accenture,Human Resources
9807,Corporate Wellness Consultant at Virgin Pulse,"Health, Wellness and Fitness"
9810,Senior Vice President Global Talent Acquisition and Recruitment,Management Consulting
9811,Chief Human Resources Officer at Towers Watson,Human Resources
9812,Talent Acquisition at The North Highland Company,Staffing and Recruiting
9813,Digital Marketing Lead  Accenture Strategy,Management Consulting
9816,"Product, Partnerships, & Strategy",Internet
9821,Builder,Internet
9823,Partner at CTPartners,Staffing and Recruiting
9827,Global Accounts Analyst at LinkedIn,Internet
9828,Senior Consultant,Management Consulting
9833,US Enterprise Recruiter at Accenture,Management Consulting
9834,VP National Interactive Creative Director at tmp.worldwide,Marketing and Advertising
9836,Sr. Talent Acquisition Consultant,Internet
9838,Director of Marketing and Communications at American Express,Consumer Goods
9839,HR Director  HR Partner  Technical Services  Cisco San Jose,Information Technology and Services
9840,Accenture Leadership Sourcing/ Research Expert,Staffing and Recruiting
9844,Global Divisional Talent Acquisition Leader at Abbott,Staffing and Recruiting
9846,Accenture Analytics,Management Consulting
9849,Technology Growth Platform Recruiting Manager at accenture,Human Resources
9851,Business Solutions Officer / Client Officer at The World Bank,International Trade and Development
9867,"Managing Director, JPMorgan Chase",Financial Services
9869,Managing Director at Choi & Burns,Financial Services
9870,"SVP, Products & User Experience at LinkedIn",Internet
9873,"Director of Global Solutions, LinkedIn Talent Solutions",Internet
9874,Sourcing Innovation Consultant,Information Technology and Services
9876,Enterprise Technology Director at JPMorgan Chase,Information Technology and Services
9877,Technical Recruiter at Accenture  kelly.m.nowlan@accenture.com,Information Technology and Services
9878,Director of Programs at Center for Arts-Inspired Learning,Nonprofit Organization Management
9880,Director of Sales at Conenza,Internet
9881,"Talent Acquisition Manager  Infrastructure, Mobility, Digital, Analytics, Sales Support and Solution Configuration",Staffing and Recruiting
9882,North America Internet Marketing Lead at Accenture,Marketing and Advertising
9883,"VP, HR for Kindle at Amazon",Information Technology and Services
9887,Social Business Connector and Innovator; Global Accounts at LinkedIn,Internet
9889,"Manager, Talent Acquisition",Information Technology and Services
9892,"Managing Director, Media & Analyst Relations at Accenture",Public Relations and Communications
9894,Content Strategy at Dow Jones,Information Technology and Services
9896,Financial Analyst at Wilson Elser,Law Practice
9897,Adult/YA Services Librarian at Brookhaven Free Library,Libraries
9899,Independent Talent Acquisition Consultant,Human Resources
9900,IT Procurement Professional at Accenture,Information Technology and Services
9903,Global Executive Search Recruiter / Talent Acquisition / HR Generalist,Human Resources
9905,Talent Acquisition Specialist at ADP,Information Technology and Services
9906,Digital Media & Consumer Technology,Internet
9907,Human Resources Manager at Accenture,Management Consulting
9909,HR Manager at Accenture,Staffing and Recruiting
9911,Chief Human Resources Officer at Vocus,Human Resources
9912,VP  Talent Acquisition  Goldman Sachs,Investment Banking
9914,Accenture Talent Acquisition Recruiting Lead,Staffing and Recruiting
9916,Business Development at ideeli,Retail
9918,"SPHR, Global Recruitment Lead  Strategic Initiatives & Technology Capability at Accenture",Staffing and Recruiting
9919,"Recruiter, Sourcer and Social Media Strategist at Accenture(barbara.peters@accenture.com)",Staffing and Recruiting
9920,Managing Director  Global Head of Talent Acquisition at Deutsche Bank,Human Resources
